borough_name,neighborhood,building_class,building_class_map,building_class_at_sale,tax_class_at_sale,building_type,zipcode,total_units,gross_square_feet,year_built,sale_date,sale_price,log_sale_price,log_gross_square_feet
Queens,QUEENS VILLAGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11428,1,1357,1920,2013-03-20,370000.0,12.821258284620408,7.213031659834869
Queens,QUEENS VILLAGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11428,1,1178,1920,2012-09-27,325000.0,12.691580461311874,7.071573364211532
Queens,QUEENS VILLAGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11428,1,1720,1930,2013-07-26,446500.0,13.009194679298691,7.450079569807499
Queens,QUEENS VILLAGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11428,1,1276,1930,2012-11-20,340000.0,12.736700896592344,7.151485463904735
Queens,QUEENS VILLAGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11427,1,1120,1935,2013-04-29,200000.0,12.206072645530174,7.02108396428914
Queens,QUEENS VILLAGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11427,1,1372,1925,2013-06-28,350000.0,12.765688433465597,7.22402480828583
Queens,QUEENS VILLAGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11427,1,1278,1920,2012-09-13,375000.0,12.834681304952548,7.15305163493748
Queens,QUEENS VILLAGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11427,1,1332,1930,2013-03-19,440000.0,12.994530005894443,7.194436851100335
Queens,QUEENS VILLAGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11427,1,1332,1930,2012-10-19,265000.0,12.487485104968359,7.194436851100335
Queens,QUEENS VILLAGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11427,1,1216,1940,2012-08-16,310791.0,12.646875939527394,7.103322062526113
Queens,QUEENS VILLAGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11427,1,1290,1940,2013-04-09,252500.0,12.439166527697552,7.162397497355718
Queens,QUEENS VILLAGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11427,1,1430,1935,2013-02-26,355000.0,12.779873068457553,7.265429723253953
Queens,QUEENS VILLAGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11427,1,1430,1935,2012-09-05,255000.0,12.449018824140563,7.265429723253953
Queens,QUEENS VILLAGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11427,1,1272,1930,2013-06-21,388000.0,12.86876061860541,7.148345743900068
Queens,QUEENS VILLAGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11427,1,1462,1935,2012-11-15,429000.0,12.969212197910155,7.2875606403097235
Queens,QUEENS VILLAGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11427,1,1540,1930,2012-10-09,420000.0,12.948009990259552,7.3395376954076745
Queens,QUEENS VILLAGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11427,1,1240,1930,2013-08-07,440000.0,12.994530005894443,7.122866658599083
Queens,QUEENS VILLAGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11427,1,1240,1930,2013-04-08,250000.0,12.429216196844383,7.122866658599083
Queens,QUEENS VILLAGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11427,1,1275,1930,2013-06-11,340000.0,12.736700896592344,7.150701457592526
Queens,QUEENS VILLAGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11427,1,1683,1950,2013-02-06,234750.0,12.366276397070509,7.428333194190806
Queens,QUEENS VILLAGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11427,1,1683,1950,2012-09-25,372000.0,12.826649133255284,7.428333194190806
Queens,QUEENS VILLAGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11427,1,1638,1950,2013-03-25,345000.0,12.751299696013497,7.401231264413015
Queens,QUEENS VILLAGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11427,1,1638,1950,2013-01-09,277000.0,12.531772785169476,7.401231264413015
Queens,QUEENS VILLAGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11427,1,1638,1950,2012-08-28,320000.0,12.676076274775909,7.401231264413015
Queens,QUEENS VILLAGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11427,1,1638,1950,2013-02-14,346646.0,12.756059365287763,7.401231264413015
Queens,QUEENS VILLAGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11427,1,1408,1930,2012-12-28,385000.0,12.86099861326992,7.249925536717988
Queens,QUEENS VILLAGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11427,1,1620,1930,2013-07-16,417000.0,12.94084150078094,7.3901814282264295
Queens,QUEENS VILLAGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11427,1,1280,1920,2013-07-09,445000.0,13.005829561148378,7.154615356913663
Queens,QUEENS VILLAGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11427,1,1280,1930,2013-01-08,440000.0,12.994530005894443,7.154615356913663
Queens,QUEENS VILLAGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11427,1,1280,1920,2012-11-16,325000.0,12.691580461311874,7.154615356913663
Queens,QUEENS VILLAGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11427,1,1683,1945,2013-04-18,305000.0,12.628067055589549,7.428333194190806
Queens,QUEENS VILLAGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11427,1,1530,1950,2013-04-19,300000.0,12.611537753638338,7.333023014386481
Queens,QUEENS VILLAGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11427,1,1530,1950,2013-06-24,375000.0,12.834681304952548,7.333023014386481
Queens,QUEENS VILLAGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11427,1,1683,1955,2013-07-10,130000.0,11.77528972943772,7.428333194190806
Queens,QUEENS VILLAGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11427,1,1638,1925,2013-02-28,425000.0,12.959844447906553,7.401231264413015
Queens,QUEENS VILLAGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11427,1,1108,1950,2012-12-21,435000.0,12.983101310070822,7.010311867307229
Queens,QUEENS VILLAGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11427,1,1108,1950,2012-09-14,257018.0,12.456901400335253,7.010311867307229
Queens,QUEENS VILLAGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11427,1,1139,1920,2013-05-10,400000.0,12.89921982609012,7.037905963447182
Queens,QUEENS VILLAGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11427,1,3045,1950,2013-02-12,395000.0,12.886641043883259,8.021256180143997
Queens,QUEENS VILLAGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11427,1,1442,1950,2013-07-17,472000.0,13.064734264567692,7.273786317844895
Queens,QUEENS VILLAGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11427,1,1540,1950,2013-04-16,465000.0,13.049792684569493,7.3395376954076745
Queens,QUEENS VILLAGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11428,1,1773,1940,2012-10-19,460000.0,13.038981768465277,7.480428306074208
Queens,QUEENS VILLAGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11428,1,1616,1920,2013-06-27,443500.0,13.00245308073177,7.38770923908104
Queens,QUEENS VILLAGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11428,1,1741,1920,2012-09-28,415000.0,12.936033799212835,7.462214939768189
Queens,QUEENS VILLAGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11428,1,1312,1930,2012-10-26,160000.0,11.982929094215963,7.179307969504034
Queens,QUEENS VILLAGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11428,1,1500,1920,2013-03-15,290000.0,12.577636201962656,7.313220387090301
Queens,QUEENS VILLAGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11428,1,1136,1920,2013-04-30,405000.0,12.911642346088676,7.035268599281097
Queens,QUEENS VILLAGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11428,1,990,1945,2012-10-26,440000.0,12.994530005894443,6.897704943128636
Queens,QUEENS VILLAGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11428,1,1136,1925,2012-12-19,390000.0,12.873902018105829,7.035268599281097
Queens,QUEENS VILLAGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11428,1,840,1930,2012-11-14,329000.0,12.70381302974751,6.733401891837359
Queens,QUEENS VILLAGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11428,1,1100,1955,2013-01-17,400000.0,12.89921982609012,7.003065458786462
Queens,QUEENS VILLAGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11428,1,1808,1925,2012-11-16,345000.0,12.751299696013497,7.4999765409521215
Queens,QUEENS VILLAGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11428,1,1764,1920,2013-08-05,435000.0,12.983101310070822,7.475339236566737
Queens,QUEENS VILLAGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11428,1,1552,1920,2013-04-25,429000.0,12.969212197910155,7.347299700743164
Queens,QUEENS VILLAGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11428,1,1552,1920,2012-12-31,150000.0,11.918390573078392,7.347299700743164
Queens,QUEENS VILLAGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11428,1,1552,1920,2012-11-16,150000.0,11.918390573078392,7.347299700743164
Queens,QUEENS VILLAGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11428,1,1136,1920,2013-04-01,53000.0,10.87804719253426,7.035268599281097
Queens,QUEENS VILLAGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11428,1,1198,1920,2012-12-03,280000.0,12.542544882151386,7.088408778675395
Queens,QUEENS VILLAGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11428,1,1284,1925,2012-10-26,390000.0,12.873902018105829,7.157735484249907
Queens,QUEENS VILLAGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11428,1,2040,1920,2013-07-10,350000.0,12.765688433465597,7.620705086838262
Queens,QUEENS VILLAGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11428,1,1746,1920,2012-09-14,355000.0,12.779873068457553,7.465082736399547
Queens,QUEENS VILLAGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11428,1,1200,1930,2013-06-19,445000.0,13.005829561148378,7.090076835776092
Queens,QUEENS VILLAGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11428,1,1394,1930,2012-12-27,370500.0,12.822608723718279,7.2399325913204695
Queens,QUEENS VILLAGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11428,1,1188,1925,2012-08-02,350000.0,12.765688433465597,7.080026499922591
Queens,QUEENS VILLAGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11428,1,1248,1920,2012-12-27,413400.0,12.932170926229805,7.129297548929373
Queens,QUEENS VILLAGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11428,1,1312,1935,2012-12-10,375000.0,12.834681304952548,7.179307969504034
Queens,QUEENS VILLAGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11428,1,1312,1935,2012-12-13,415000.0,12.936033799212835,7.179307969504034
Queens,QUEENS VILLAGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11428,1,1280,1935,2013-06-03,215000.0,12.2783933071098,7.154615356913663
Queens,QUEENS VILLAGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11426,1,1080,1930,2013-04-18,350000.0,12.765688433465597,6.984716320118266
Queens,QUEENS VILLAGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11428,1,1340,1935,2013-05-31,430000.0,12.971540487669746,7.200424892944957
Queens,QUEENS VILLAGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11428,1,1224,1940,2012-08-28,339000.0,12.733755386362587,7.1098794630722715
Queens,QUEENS VILLAGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11428,1,1224,1940,2013-05-07,340100.0,12.736994970995287,7.1098794630722715
Queens,QUEENS VILLAGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11428,1,1280,1940,2013-04-08,345000.0,12.751299696013497,7.154615356913663
Queens,QUEENS VILLAGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11429,1,1368,1930,2013-08-05,350000.0,12.765688433465597,7.221105098182496
Queens,QUEENS VILLAGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11429,1,1248,1930,2012-12-10,260000.0,12.468436909997665,7.129297548929373
Queens,QUEENS VILLAGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11429,1,1432,1960,2012-10-06,313186.0,12.65455254222743,7.266827347520591
Queens,QUEENS VILLAGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11429,1,1528,1960,2013-05-31,150000.0,11.918390573078392,7.331714969726466
Queens,QUEENS VILLAGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11429,1,1748,1920,2012-08-31,404000.0,12.909170156943286,7.466227556215481
Queens,QUEENS VILLAGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11429,1,1809,1925,2012-12-12,385000.0,12.86099861326992,7.500529485395295
Queens,QUEENS VILLAGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11429,1,1120,1920,2012-08-10,364000.0,12.804909146618877,7.02108396428914
Queens,QUEENS VILLAGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11429,1,1176,1930,2013-07-31,345000.0,12.751299696013497,7.069874128458572
Queens,QUEENS VILLAGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11429,1,1228,1925,2013-07-01,380000.0,12.84792653170257,7.113142108707088
Queens,QUEENS VILLAGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11429,1,1432,1930,2013-06-05,212000.0,12.26434155365415,7.266827347520591
Queens,QUEENS VILLAGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11429,1,804,1930,2012-08-06,409000.0,12.921470435024938,6.6895992691789665
Queens,QUEENS VILLAGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11429,1,1648,1920,2013-08-08,369000.0,12.818551923022664,7.4073177104694174
Queens,QUEENS VILLAGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11429,1,1107,1935,2012-08-02,137500.0,11.831379196088763,7.009408932708637
Queens,QUEENS VILLAGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11429,1,1280,1955,2012-10-26,305000.0,12.628067055589549,7.154615356913663
Queens,QUEENS VILLAGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11429,1,1232,1940,2012-12-20,382000.0,12.853175887588712,7.116394144093465
Queens,QUEENS VILLAGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11429,1,1232,1940,2012-09-07,240000.0,12.388394202324129,7.116394144093465
Queens,QUEENS VILLAGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11429,1,881,1915,2012-12-13,135000.0,11.813030057420567,6.78105762593618
Queens,QUEENS VILLAGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11429,1,1496,1930,2013-07-22,240000.0,12.388394202324129,7.310550158534422
Queens,QUEENS VILLAGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11429,1,1972,1935,2013-05-10,260000.0,12.468436909997665,7.586803535162581
Queens,QUEENS VILLAGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11429,1,1496,1935,2013-04-22,359000.0,12.791077667470416,7.310550158534422
Queens,QUEENS VILLAGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11429,1,1496,1935,2012-08-29,230000.0,12.345834587905333,7.310550158534422
Queens,QUEENS VILLAGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11429,1,1606,1935,2012-12-28,415000.0,12.936033799212835,7.381501894506707
Queens,QUEENS VILLAGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11429,1,1960,1925,2012-08-24,348000.0,12.759957758756611,7.580699752224563
Queens,QUEENS VILLAGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11429,1,1382,1930,2012-08-31,370000.0,12.821258284620408,7.231287004327616
Queens,QUEENS VILLAGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11429,1,3545,1930,2013-03-19,260000.0,12.468436909997665,8.173293438966228
Queens,QUEENS VILLAGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11429,1,1488,1930,2013-02-19,410000.0,12.92391243868049,7.305188215393037
Queens,QUEENS VILLAGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11429,1,1488,1930,2012-08-15,225000.0,12.323855681186558,7.305188215393037
Queens,QUEENS VILLAGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11429,1,1260,1920,2012-12-10,425900.0,12.961959855911305,7.138866999945524
Queens,QUEENS VILLAGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11429,1,1312,1930,2013-05-07,345000.0,12.751299696013497,7.179307969504034
Queens,QUEENS VILLAGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11429,1,1400,1930,2013-06-28,355000.0,12.779873068457553,7.24422751560335
Queens,QUEENS VILLAGE,ONE FAMILY HOMES,FAMILY,S,  1 ,COMMERCIAL W/ RESIDENTIAL,11429,2,487,1931,2013-03-07,215000.0,12.2783933071098,6.18826412308259
Queens,QUEENS VILLAGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11429,1,1524,1930,2013-05-30,305000.0,12.628067055589549,7.329093736246592
Queens,QUEENS VILLAGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11429,1,1532,1930,2013-05-07,385000.0,12.86099861326992,7.3343293503005365
Queens,QUEENS VILLAGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11429,1,1624,1930,2013-02-20,330000.0,12.706847933442663,7.392647520721623
Queens,QUEENS VILLAGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11429,1,1552,1920,2012-09-12,340000.0,12.736700896592344,7.347299700743164
Queens,QUEENS VILLAGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11429,1,2080,1960,2013-02-01,360000.0,12.793859310432293,7.640123172695364
Queens,QUEENS VILLAGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11429,1,1512,1920,2012-08-15,291500.0,12.582795284772684,7.321188556739478
Queens,QUEENS VILLAGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11429,1,578,1920,2013-06-12,330000.0,12.706847933442663,6.359573868672378
Queens,QUEENS VILLAGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11429,1,578,1920,2012-10-17,203000.0,12.220961258023925,6.359573868672378
Queens,QUEENS VILLAGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11429,1,1140,1950,2013-02-07,340000.0,12.736700896592344,7.038783541388542
Queens,QUEENS VILLAGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11429,1,2295,1925,2013-04-25,320000.0,12.676076274775909,7.738488122494646
Queens,QUEENS VILLAGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11429,1,1232,1925,2013-07-11,360000.0,12.793859310432293,7.116394144093465
Queens,QUEENS VILLAGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11429,1,1984,1925,2013-04-26,340000.0,12.736700896592344,7.592870287844818
Queens,QUEENS VILLAGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11429,1,1784,1925,2013-01-31,341000.0,12.739637756265655,7.486613313139955
Queens,QUEENS VILLAGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11429,1,1488,1930,2012-12-21,255000.0,12.449018824140563,7.305188215393037
Queens,QUEENS VILLAGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11429,1,1216,1935,2013-04-11,210000.0,12.254862809699606,7.103322062526113
Queens,QUEENS VILLAGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11429,1,1552,1935,2013-04-29,220000.0,12.301382825334498,7.347299700743164
Queens,QUEENS VILLAGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11429,1,1296,1935,2012-12-03,330000.0,12.706847933442663,7.16703787691222
Queens,QUEENS VILLAGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11429,1,1408,1945,2013-04-29,225000.0,12.323855681186558,7.249925536717988
Queens,QUEENS VILLAGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11429,1,1408,1925,2013-05-31,332000.0,12.712890247898626,7.249925536717988
Queens,QUEENS VILLAGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11429,1,1516,1925,2013-07-12,285000.0,12.560244459250788,7.323830566202317
Queens,QUEENS VILLAGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11429,1,1330,1925,2013-02-27,298500.0,12.606525211814795,7.1929342212158
Queens,QUEENS VILLAGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11429,1,1496,1955,2012-08-17,312000.0,12.65075846679162,7.310550158534422
Queens,QUEENS VILLAGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11429,1,1343,1940,2013-04-04,308000.0,12.637855061955712,7.202661196523238
Queens,QUEENS VILLAGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11429,1,1960,1950,2013-03-21,324984.0,12.691531229330769,7.580699752224563
Queens,QUEENS VILLAGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11429,1,1063,1950,2013-02-08,216750.0,12.286499894642787,6.968850378341948
Queens,QUEENS VILLAGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11429,1,1264,1915,2012-12-06,251060.0,12.433447233372199,7.142036574706803
Queens,QUEENS VILLAGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11429,1,1264,1915,2012-09-10,140000.0,11.84939770159144,7.142036574706803
Queens,QUEENS VILLAGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11429,1,2138,1960,2013-06-19,400000.0,12.89921982609012,7.6676260915849905
Queens,QUEENS VILLAGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11429,1,1102,1925,2013-05-09,240000.0,12.388394202324129,7.004881989712859
Queens,QUEENS VILLAGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11429,1,1152,1955,2012-08-29,395000.0,12.886641043883259,7.049254841255837
Queens,QUEENS VILLAGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11429,1,723,1944,2013-05-24,168316.0,12.033598443990552,6.583409222158765
Queens,QUEENS VILLAGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11429,1,1063,1950,2012-10-22,340000.0,12.736700896592344,6.968850378341948
Queens,QUEENS VILLAGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11429,1,975,1950,2013-07-03,415000.0,12.936033799212835,6.882437470997847
Queens,QUEENS VILLAGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11429,1,1241,1950,2013-01-19,388000.0,12.86876061860541,7.123672785204607
Queens,QUEENS VILLAGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11429,1,1683,1955,2013-01-28,260000.0,12.468436909997665,7.428333194190806
Queens,QUEENS VILLAGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11429,1,400,1940,2012-12-19,305000.0,12.628067055589549,5.991464547107982
Queens,QUEENS VILLAGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11429,1,1688,1935,2012-10-02,345050.0,12.751444613048747,7.431299675155903
Queens,QUEENS VILLAGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11411,1,1667,1935,2013-03-04,324450.0,12.689886720049314,7.418780882750794
Queens,QUEENS VILLAGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11429,1,1354,1945,2013-04-15,220500.0,12.303652973869038,7.21081845347222
Queens,QUEENS VILLAGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11429,1,1354,1945,2013-02-05,174000.0,12.066810578196666,7.21081845347222
Queens,QUEENS VILLAGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11429,1,1688,1925,2012-10-16,325000.0,12.691580461311874,7.431299675155903
Queens,QUEENS VILLAGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11411,1,1872,1955,2012-08-31,340000.0,12.736700896592344,7.534762657037537
Queens,QUEENS VILLAGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11429,1,1324,1935,2013-04-26,420000.0,12.948009990259552,7.188412736496954
Queens,QUEENS VILLAGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11429,1,1324,1935,2012-11-07,275000.0,12.524526376648708,7.188412736496954
Queens,QUEENS VILLAGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11429,1,1144,1935,2012-10-25,410000.0,12.92391243868049,7.042286171939743
Queens,QUEENS VILLAGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11411,1,1056,1925,2012-09-27,320000.0,12.676076274775909,6.962243464266207
Queens,QUEENS VILLAGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11429,1,840,1945,2013-05-30,245000.0,12.409013489526863,6.733401891837359
Queens,QUEENS VILLAGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11429,1,1683,1955,2013-04-15,310000.0,12.644327576461329,7.428333194190806
