borough_name,neighborhood,building_class,building_class_map,building_class_at_sale,tax_class_at_sale,building_type,zipcode,total_units,gross_square_feet,year_built,sale_date,sale_price,log_sale_price,log_gross_square_feet
Brooklyn,BATH BEACH,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11214,1,1492,1930,2013-06-06,560000.0,13.235692062711331,7.307872780763706
Brooklyn,BATH BEACH,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11214,1,1724,1930,2012-12-18,860000.0,13.664687668229691,7.452402451223638
Brooklyn,BATH BEACH,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11214,1,2132,1930,2012-08-24,508000.0,13.138236726560619,7.664815785285735
Brooklyn,BATH BEACH,ONE FAMILY HOMES,FAMILY,S,  1 ,COMMERCIAL W/ RESIDENTIAL,11214,2,3304,1960,2012-11-29,820000.0,13.617059619240436,8.102889134640868
Brooklyn,BATH BEACH,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11228,1,2000,1935,2012-11-14,690000.0,13.444446876573442,7.600902459542082
Brooklyn,BATH BEACH,ONE FAMILY HOMES,FAMILY,S,  1 ,COMMERCIAL W/ RESIDENTIAL,11214,2,1800,1920,2013-06-03,550000.0,13.217673557208654,7.495541943884256
Brooklyn,BATH BEACH,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11214,1,1281,1915,2013-03-11,479000.0,13.079455876393052,7.155396301896734
Brooklyn,BATH BEACH,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11214,1,2346,1935,2013-06-06,738000.0,13.51169910358261,7.76046702921342
Brooklyn,BATH BEACH,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11228,1,1562,1920,2013-05-07,685000.0,13.437174117244362,7.3537223303996315
Brooklyn,BATH BEACH,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11214,1,2500,1930,2013-05-31,520000.0,13.16158409055761,7.824046010856292
Brooklyn,BATH BEACH,ONE FAMILY HOMES,FAMILY,A,  1 ,COMMERCIAL W/ RESIDENTIAL,11228,3,5107,1945,2013-07-25,1707200.0,14.350365159529625,8.538367426647644
Brooklyn,BATH BEACH,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11214,1,1392,1950,2013-01-03,525000.0,13.17115354157376,7.238496840894365
Brooklyn,BATH BEACH,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11214,1,1392,1945,2013-02-21,420000.0,12.948009990259552,7.238496840894365
Brooklyn,BATH BEACH,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11214,1,1392,1940,2012-12-12,520000.0,13.16158409055761,7.238496840894365
Brooklyn,BATH BEACH,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11214,1,1860,1940,2013-03-22,675000.0,13.422467969854667,7.528331766707247
Brooklyn,BATH BEACH,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11214,1,1860,1940,2013-03-01,410000.0,12.92391243868049,7.528331766707247
Brooklyn,BATH BEACH,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11214,1,1392,1940,2013-07-24,553800.0,13.224558889718999,7.238496840894365
Brooklyn,BATH BEACH,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11214,1,1479,1945,2012-11-16,515000.0,13.151922179645874,7.2991214627108
Brooklyn,BATH BEACH,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11214,1,992,1950,2013-03-18,460000.0,13.038981768465277,6.899723107284872
Brooklyn,BATH BEACH,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11214,1,1320,1940,2013-01-24,525000.0,13.17115354157376,7.1853870155804165
Brooklyn,BATH BEACH,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11228,2,3160,1930,2013-07-17,888000.0,13.696727021974308,8.058327306580958
Brooklyn,BATH BEACH,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11228,2,2242,1930,2013-02-20,700000.0,13.458835614025542,7.715123603632105
Brooklyn,BATH BEACH,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11228,2,1622,1930,2012-11-13,525000.0,13.17115354157376,7.3914152346753585
Brooklyn,BATH BEACH,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11214,2,2340,1920,2013-06-19,860000.0,13.664687668229691,7.757906208351747
Brooklyn,BATH BEACH,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11214,2,2048,1910,2013-03-21,580000.0,13.270783382522602,7.6246189861593985
Brooklyn,BATH BEACH,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11214,2,2512,1905,2013-04-03,750000.0,13.527828485512494,7.828834527588089
Brooklyn,BATH BEACH,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11214,2,1200,1930,2013-06-28,550000.0,13.217673557208654,7.090076835776092
Brooklyn,BATH BEACH,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11214,2,1584,1930,2013-04-02,600000.0,13.304684934198283,7.367708572374371
Brooklyn,BATH BEACH,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11214,2,2890,1935,2013-04-05,830000.0,13.62918097977278,7.969011781106478
Brooklyn,BATH BEACH,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11214,2,3340,1940,2013-06-18,645000.0,13.37700559577791,8.113726085970747
Brooklyn,BATH BEACH,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11228,2,2115,1920,2012-08-24,520000.0,13.16158409055761,7.656810091480378
Brooklyn,BATH BEACH,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11228,2,3240,1940,2012-11-20,97500.0,11.487607656985938,8.083328608786376
Brooklyn,BATH BEACH,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11228,2,2018,1955,2012-11-16,742500.0,13.517778149658993,7.609862200913554
Brooklyn,BATH BEACH,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11214,2,2160,1960,2013-03-26,710000.0,13.473020249017498,7.67786350067821
Brooklyn,BATH BEACH,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11214,2,2448,1925,2012-09-28,700000.0,13.458835614025542,7.803026643632217
Brooklyn,BATH BEACH,TWO FAMILY HOMES,FAMILY,S,  1 ,COMMERCIAL W/ RESIDENTIAL,11214,3,4400,1925,2013-02-13,595000.0,13.296316684527767,8.389359819906353
Brooklyn,BATH BEACH,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11214,2,1513,1910,2012-08-17,650000.0,13.38472764187182,7.321849713788356
Brooklyn,BATH BEACH,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11228,2,1802,1935,2012-08-13,750000.0,13.527828485512494,7.496652438168283
Brooklyn,BATH BEACH,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11228,2,1812,1935,2012-09-27,699000.0,13.457406021215947,7.502186486602924
Brooklyn,BATH BEACH,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11228,2,2560,1935,2013-06-28,650000.0,13.38472764187182,7.847762537473608
Brooklyn,BATH BEACH,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11228,2,1635,1955,2012-12-14,697000.0,13.454540689742661,7.399398083331354
Brooklyn,BATH BEACH,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11214,2,1762,1960,2012-08-08,685000.0,13.437174117244362,7.474204806496124
Brooklyn,BATH BEACH,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11214,2,1934,1930,2012-08-13,350000.0,12.765688433465597,7.56734567601324
Brooklyn,BATH BEACH,TWO FAMILY HOMES,FAMILY,S,  1 ,COMMERCIAL W/ RESIDENTIAL,11214,3,3420,1920,2012-12-20,550000.0,13.217673557208654,8.13739583005665
Brooklyn,BATH BEACH,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11214,2,1995,1901,2012-09-12,605000.0,13.312983737012978,7.598399329323964
Brooklyn,BATH BEACH,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11228,2,2802,1955,2012-12-26,750000.0,13.527828485512494,7.938088726896952
Brooklyn,BATH BEACH,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11228,2,2348,1955,2013-02-20,950000.0,13.764217263576723,7.761319180947987
Brooklyn,BATH BEACH,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11228,2,1674,1960,2012-10-09,639500.0,13.368441900001034,7.422971251049421
Brooklyn,BATH BEACH,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11228,2,2060,1965,2013-02-14,762000.0,13.543701834668783,7.630461261783627
Brooklyn,BATH BEACH,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11228,2,1998,1955,2013-02-04,695000.0,13.45166712454693,7.599901959208498
Brooklyn,BATH BEACH,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11228,2,1928,1950,2012-11-20,705000.0,13.465953081794405,7.564238475170491
Brooklyn,BATH BEACH,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11214,2,1782,1950,2013-04-04,600000.0,13.304684934198283,7.485491608030754
Brooklyn,BATH BEACH,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11214,2,1782,1940,2013-07-10,630000.0,13.353475098367715,7.485491608030754
Brooklyn,BATH BEACH,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11214,2,1860,1940,2012-10-25,670000.0,13.415032991367148,7.528331766707247
Brooklyn,BATH BEACH,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11214,2,2340,1940,2012-09-21,715000.0,13.480037821676145,7.757906208351747
Brooklyn,BATH BEACH,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11214,2,1980,1950,2012-11-27,650000.0,13.38472764187182,7.590852123688581
Brooklyn,BATH BEACH,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11214,2,1980,1950,2013-05-24,610000.0,13.321214236149494,7.590852123688581
Brooklyn,BATH BEACH,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11214,2,1776,1940,2012-09-14,635000.0,13.36138027787483,7.4821189235521155
Brooklyn,BATH BEACH,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11214,2,1928,1940,2012-09-19,620000.0,13.337474757021274,7.564238475170491
Brooklyn,BATH BEACH,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11214,2,1610,1940,2012-12-17,580000.0,13.270783382522602,7.383989457978509
Brooklyn,BATH BEACH,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11214,2,1720,1940,2012-08-30,650000.0,13.38472764187182,7.450079569807499
Brooklyn,BATH BEACH,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11214,2,1652,1940,2012-08-30,600000.0,13.304684934198283,7.409741954080923
Brooklyn,BATH BEACH,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11214,2,1584,1940,2013-01-15,240000.0,12.388394202324129,7.367708572374371
Brooklyn,BATH BEACH,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11214,2,1869,1945,2013-06-17,625000.0,13.345506928718539,7.533158807455563
Brooklyn,BATH BEACH,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11214,2,1673,1945,2012-09-25,558000.0,13.232114241363448,7.422373700986824
Brooklyn,BATH BEACH,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11214,2,1993,1945,2012-10-17,550000.0,13.217673557208654,7.597396320212795
Brooklyn,BATH BEACH,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11214,2,1584,1945,2012-08-31,648000.0,13.381645975334411,7.367708572374371
Brooklyn,BATH BEACH,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11214,2,1584,1945,2012-12-18,640000.0,13.369223455335854,7.367708572374371
Brooklyn,BATH BEACH,TWO FAMILY HOMES,FAMILY,B,  1 ,RESIDENTIAL,11228,2,1734,1960,2012-12-28,550000.0,13.217673557208654,7.458186157340487
Brooklyn,BATH BEACH,THREE FAMILY HOMES,FAMILY,C,  1 ,RESIDENTIAL,11214,3,3240,1901,2012-09-21,700000.0,13.458835614025542,8.083328608786376
Brooklyn,BATH BEACH,THREE FAMILY HOMES,FAMILY,C,  1 ,RESIDENTIAL,11214,3,3826,1905,2012-08-27,950000.0,13.764217263576723,8.249575150000199
Brooklyn,BATH BEACH,THREE FAMILY HOMES,FAMILY,C,  1 ,RESIDENTIAL,11214,3,4480,1930,2013-03-15,400000.0,12.89921982609012,8.40737832540903
Brooklyn,BATH BEACH,THREE FAMILY HOMES,FAMILY,C,  1 ,RESIDENTIAL,11214,3,3428,1930,2013-05-09,1398000.0,14.150553201775892,8.13973227971767
Brooklyn,BATH BEACH,THREE FAMILY HOMES,FAMILY,C,  1 ,RESIDENTIAL,11214,3,3362,1930,2013-05-22,499000.0,13.120361374733656,8.120291313968561
Brooklyn,BATH BEACH,THREE FAMILY HOMES,FAMILY,C,  1 ,RESIDENTIAL,11214,3,3362,1930,2013-05-22,998000.0,13.813508555293602,8.120291313968561
Brooklyn,BATH BEACH,THREE FAMILY HOMES,FAMILY,C,  1 ,RESIDENTIAL,11214,3,2774,1930,2013-03-11,845000.0,13.64709190633931,7.928045600874777
Brooklyn,BATH BEACH,THREE FAMILY HOMES,FAMILY,C,  1 ,RESIDENTIAL,11228,3,4212,2008,2013-05-07,1256000.0,14.04344262601028,8.345692873253865
Brooklyn,BATH BEACH,THREE FAMILY HOMES,FAMILY,C,  1 ,RESIDENTIAL,11214,3,2714,1915,2012-09-05,927000.0,13.739708844547993,7.906178840394815
Brooklyn,BATH BEACH,THREE FAMILY HOMES,FAMILY,C,  1 ,RESIDENTIAL,11214,3,2924,1915,2013-04-24,890000.0,13.698976741708323,7.980707820869669
Brooklyn,BATH BEACH,THREE FAMILY HOMES,FAMILY,C,  1 ,RESIDENTIAL,11214,3,3003,1955,2012-08-01,995000.0,13.81049801614073,8.00736706798333
Brooklyn,BATH BEACH,THREE FAMILY HOMES,FAMILY,C,  1 ,RESIDENTIAL,11214,3,2623,1970,2012-10-10,780000.0,13.567049198665774,7.872073979866873
Brooklyn,BATH BEACH,THREE FAMILY HOMES,FAMILY,C,  1 ,RESIDENTIAL,11214,3,2680,1975,2013-01-31,745000.0,13.521139497361697,7.893572073504902
Brooklyn,BATH BEACH,THREE FAMILY HOMES,FAMILY,C,  1 ,RESIDENTIAL,11214,3,4800,2006,2013-03-14,1190000.0,13.989463865087712,8.476371196895983
Brooklyn,BATH BEACH,THREE FAMILY HOMES,FAMILY,C,  1 ,RESIDENTIAL,11214,3,4800,2008,2013-02-12,1250000.0,14.038654109278484,8.476371196895983
Brooklyn,BATH BEACH,THREE FAMILY HOMES,FAMILY,C,  1 ,RESIDENTIAL,11214,3,3932,1910,2013-04-10,900000.0,13.710150042306449,8.276903481267057
Brooklyn,BATH BEACH,THREE FAMILY HOMES,FAMILY,C,  1 ,RESIDENTIAL,11228,3,2529,1910,2012-09-18,600000.0,13.304684934198283,7.835579246669965
Brooklyn,BATH BEACH,THREE FAMILY HOMES,FAMILY,C,  1 ,RESIDENTIAL,11214,3,2845,1945,2012-11-08,960000.0,13.77468856344402,7.953318346560431
Brooklyn,BATH BEACH,THREE FAMILY HOMES,FAMILY,C,  1 ,RESIDENTIAL,11214,3,3933,1920,2013-04-19,990000.0,13.805460222110773,8.27715777243181
Brooklyn,BATH BEACH,THREE FAMILY HOMES,FAMILY,C,  1 ,RESIDENTIAL,11214,3,4180,1920,2013-02-22,1200000.0,13.997832114758229,8.338066525518801
Brooklyn,BATH BEACH,RENTALS - WALKUP APARTMENTS,APARTMENT,C,  2 ,RESIDENTIAL,11214,6,3708,1910,2012-12-19,810000.0,13.604789526648622,8.218247926685745
Brooklyn,BATH BEACH,RENTALS - WALKUP APARTMENTS,APARTMENT,C,  2 ,RESIDENTIAL,11228,4,2160,1931,2012-12-13,294000.0,12.591335046320818,7.67786350067821
Brooklyn,BATH BEACH,RENTALS - 4-10 UNIT,OTHER,S,  2 ,COMMERCIAL W/ RESIDENTIAL,11214,4,6372,1906,2012-11-29,700000.0,13.458835614025542,8.759668671029939
Brooklyn,BATH BEACH,RENTALS - 4-10 UNIT,OTHER,S,  2 ,COMMERCIAL W/ RESIDENTIAL,11214,6,4020,1905,2012-08-09,1680000.0,14.334304351379442,8.299037181613066
Brooklyn,BATH BEACH,STORE BUILDINGS,OTHER,K,  4 ,COMMERCIAL W/ RESIDENTIAL,11228,2,2679,1931,2013-04-24,900000.0,13.710150042306449,7.893198869544609
Brooklyn,BATH BEACH,STORE BUILDINGS,OTHER,K,  4 ,COMMERCIAL W/ RESIDENTIAL,11228,3,4916,1931,2013-04-24,1300000.0,14.077874822431765,8.500250470685925
Brooklyn,BATH BEACH,STORE BUILDINGS,OTHER,K,  4 ,COMMERCIAL,11214,1,9516,1924,2012-09-10,1225000.0,14.018451401960965,9.160729871422848
Brooklyn,BATH BEACH,STORE BUILDINGS,OTHER,K,  4 ,COMMERCIAL W/ RESIDENTIAL,11214,2,2156,1906,2013-04-12,1100000.0,13.9108207377686,7.6760099320288875
Brooklyn,BATH BEACH,STORE BUILDINGS,OTHER,K,  4 ,COMMERCIAL W/ RESIDENTIAL,11214,7,9784,1917,2013-03-21,2100000.0,14.557447902693651,9.188503677367008
Brooklyn,BAY RIDGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11220,1,1905,1935,2013-04-10,690000.0,13.444446876573442,7.552237287560802
Brooklyn,BAY RIDGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11220,1,1905,1935,2013-01-14,690000.0,13.444446876573442,7.552237287560802
Brooklyn,BAY RIDGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11220,1,920,1925,2013-02-25,430000.0,12.971540487669746,6.824373670043086
Brooklyn,BAY RIDGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11220,1,4455,1901,2013-03-22,1205000.0,14.001990124906893,8.40178233990491
Brooklyn,BAY RIDGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11220,1,1372,1925,2013-02-25,841000.0,13.642346938955086,7.22402480828583
Brooklyn,BAY RIDGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11220,1,2094,1993,2013-01-17,670000.0,13.415032991367148,7.646831391430482
Brooklyn,BAY RIDGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11220,1,2400,1910,2012-08-20,650000.0,13.38472764187182,7.783224016336037
Brooklyn,BAY RIDGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11220,1,1248,1915,2013-08-02,750000.0,13.527828485512494,7.129297548929373
Brooklyn,BAY RIDGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11220,1,1600,1905,2013-02-25,750000.0,13.527828485512494,7.3777589082278725
Brooklyn,BAY RIDGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11220,1,1245,1920,2013-02-01,610000.0,13.321214236149494,7.126890808898808
Brooklyn,BAY RIDGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11220,1,1192,1920,2013-06-10,653000.0,13.389332408258568,7.083387847625295
Brooklyn,BAY RIDGE,ONE FAMILY HOMES,FAMILY,S,  1 ,COMMERCIAL W/ RESIDENTIAL,11220,2,2052,1924,2012-09-27,715000.0,13.480037821676145,7.62657020629066
Brooklyn,BAY RIDGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11220,1,1632,1920,2013-01-11,640000.0,13.369223455335854,7.397561535524052
Brooklyn,BAY RIDGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11220,1,1393,1925,2012-08-09,548000.0,13.214030565930152,7.239214973779806
Brooklyn,BAY RIDGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11220,1,2210,1925,2013-02-27,778000.0,13.564481803160529,7.700747794511798
Brooklyn,BAY RIDGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11209,1,1995,1925,2013-04-02,685000.0,13.437174117244362,7.598399329323964
Brooklyn,BAY RIDGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11209,1,1260,1935,2012-10-15,588000.0,13.284482226880764,7.138866999945524
Brooklyn,BAY RIDGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11209,1,1828,1925,2013-05-14,645000.0,13.37700559577791,7.510977752014095
Brooklyn,BAY RIDGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11209,1,1560,1925,2012-09-20,655000.0,13.39239051461739,7.352441100243583
Brooklyn,BAY RIDGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11209,1,2115,1910,2012-08-16,886000.0,13.694472229587218,7.656810091480378
Brooklyn,BAY RIDGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11209,1,2214,1901,2013-07-23,1225000.0,14.018451401960965,7.7025561132685825
Brooklyn,BAY RIDGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11209,1,1760,1920,2012-09-28,861000.0,13.665849783409868,7.473069088032197
Brooklyn,BAY RIDGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11209,1,2846,1901,2013-01-24,1049000.0,13.863347887378435,7.953669778649798
Brooklyn,BAY RIDGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11209,1,1332,1925,2013-06-17,715000.0,13.480037821676145,7.194436851100335
Brooklyn,BAY RIDGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11209,1,1652,1910,2012-10-03,617500.0,13.33343434748427,7.409741954080923
Brooklyn,BAY RIDGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11209,1,1248,1920,2012-09-11,600500.0,13.305517920502176,7.129297548929373
Brooklyn,BAY RIDGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11209,1,1504,1925,2012-08-13,726500.0,13.495993761992475,7.315883504509785
Brooklyn,BAY RIDGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11209,1,3044,1920,2012-08-27,1800000.0,14.403297222866392,8.020927718981577
Brooklyn,BAY RIDGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11209,1,1896,1920,2012-12-21,668500.0,13.412791675524135,7.547501682814967
Brooklyn,BAY RIDGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11209,1,1620,1920,2013-01-14,825000.0,13.623138665316818,7.3901814282264295
Brooklyn,BAY RIDGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11209,1,2370,1920,2012-11-29,955000.0,13.769466619462868,7.7706452341291765
Brooklyn,BAY RIDGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11209,1,2457,1925,2013-05-01,680000.0,13.42984807715229,7.806696372521179
Brooklyn,BAY RIDGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11209,1,1596,1920,2012-11-28,615000.0,13.329377546788654,7.3752557780097545
Brooklyn,BAY RIDGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11209,1,1800,1920,2012-12-27,1375000.0,14.133964289082808,7.495541943884256
Brooklyn,BAY RIDGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11209,1,1368,1915,2012-12-06,600000.0,13.304684934198283,7.221105098182496
Brooklyn,BAY RIDGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11209,1,1360,1925,2012-12-21,960000.0,13.77468856344402,7.215239978730097
Brooklyn,BAY RIDGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11209,1,1648,1925,2012-08-30,865000.0,13.670484785914017,7.4073177104694174
Brooklyn,BAY RIDGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11209,1,1552,1925,2013-01-24,900000.0,13.710150042306449,7.347299700743164
Brooklyn,BAY RIDGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11209,1,1536,1925,2012-08-30,985000.0,13.800396920154226,7.336936913707618
Brooklyn,BAY RIDGE,ONE FAMILY HOMES,FAMILY,S,  1 ,COMMERCIAL W/ RESIDENTIAL,11209,2,1800,1925,2013-02-26,425000.0,12.959844447906553,7.495541943884256
Brooklyn,BAY RIDGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11209,1,1780,1930,2012-11-27,1875000.0,14.444119217386648,7.484368643286131
Brooklyn,BAY RIDGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11209,1,2144,1930,2012-11-27,1875000.0,14.444119217386648,7.670428522190693
Brooklyn,BAY RIDGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11209,1,3660,1930,2013-07-03,2850000.0,14.862829552244833,8.205218426395412
Brooklyn,BAY RIDGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11209,1,1658,1925,2012-09-28,840000.0,13.641157170819497,7.4133673356952405
Brooklyn,BAY RIDGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11209,1,2272,1925,2012-08-20,1200000.0,13.997832114758229,7.7284157798410416
Brooklyn,BAY RIDGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11209,1,1896,1925,2012-09-25,800000.0,13.592367006650065,7.547501682814967
Brooklyn,BAY RIDGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11209,1,1408,1920,2013-07-22,840000.0,13.641157170819497,7.249925536717988
Brooklyn,BAY RIDGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11209,1,1364,1925,2012-11-26,720000.0,13.487006490992238,7.218176838403408
Brooklyn,BAY RIDGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11209,1,1556,1925,2012-09-07,697000.0,13.454540689742661,7.349873704738337
Brooklyn,BAY RIDGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11209,1,1192,1925,2013-02-06,340000.0,12.736700896592344,7.083387847625295
Brooklyn,BAY RIDGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11209,1,1192,1925,2013-02-06,190000.0,12.154779351142624,7.083387847625295
Brooklyn,BAY RIDGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11209,1,3744,1925,2012-12-18,1440000.0,14.180153671552183,8.227909837597483
Brooklyn,BAY RIDGE,ONE FAMILY HOMES,FAMILY,A,  1 ,RESIDENTIAL,11209,1,1504,1925,2012-09-12,250000.0,12.429216196844383,7.315883504509785
